,RUID,Assigned Rooms
44,506829005,"['SA', 'Apt 133 - 148', '146-C']"
45,199302575,"['SA', 'Apt 133 - 148', '146-B']"
46,814205403,"['SA', 'Apt 133 - 148', '146-A']"
47,804561863,"['SA', 'Apt 133 - 148', '146-D']"
48,207240858,"['SA', 'Apt 133 - 148', '147-C']"
49,906155943,"['SA', 'Apt 133 - 148', '147-B']"
50,220677145,"['SA', 'Apt 133 - 148', '147-A']"
51,293949758,"['SA', 'Apt 133 - 148', '147-D']"
52,830578029,"['SA', 'Apt 133 - 148', '148-A']"
53,755331365,"['SA', 'Apt 133 - 148', '148-B']"
54,830992886,"['SA', 'Apt 133 - 148', '148-C']"
55,271142225,"['SA', 'Apt 133 - 148', '148-D']"
56,876536835,"['SA', 'Apt 133 - 148', '139-C']"
57,900294641,"['SA', 'Apt 133 - 148', '139-B']"
58,915021141,"['SA', 'Apt 133 - 148', '139-A']"
59,242443437,"['SA', 'Apt 133 - 148', '139-D']"
60,532612536,"['SA', 'Apt 133 - 148', '140-B']"
61,713303411,"['SA', 'Apt 133 - 148', '140-C']"
62,139335352,"['SA', 'Apt 133 - 148', '140-D']"
63,574325425,"['SA', 'Apt 133 - 148', '140-A']"
64,400880058,"['SA', 'Apt 149 - 164', '149-D']"
65,431227454,"['SA', 'Apt 149 - 164', '149-B']"
66,921850324,"['SA', 'Apt 149 - 164', '149-C']"
67,985563551,"['SA', 'Apt 149 - 164', '149-A']"
68,801334382,"['SA', 'Apt 149 - 164', '150-D']"
69,443172403,"['SA', 'Apt 149 - 164', '150-A']"
70,103279700,"['SA', 'Apt 149 - 164', '150-B']"
71,777342549,"['SA', 'Apt 149 - 164', '150-C']"
72,398016271,"['SA', 'Apt 149 - 164', '151-B']"
73,414799907,"['SA', 'Apt 149 - 164', '151-D']"
74,613829497,"['SA', 'Apt 149 - 164', '151-C']"
75,405883909,"['SA', 'Apt 149 - 164', '151-A']"
76,390557915,"['SA', 'Apt 149 - 164', '152-B']"
77,111497685,"['SA', 'Apt 149 - 164', '152-D']"
78,421348960,"['SA', 'Apt 149 - 164', '152-C']"
79,722871966,"['SA', 'Apt 149 - 164', '152-A']"
80,727591312,"['SA', 'Apt 149 - 164', '153-B']"
81,532850723,"['SA', 'Apt 149 - 164', '153-D']"
82,253626558,"['SA', 'Apt 149 - 164', '153-C']"
83,237560088,"['SA', 'Apt 149 - 164', '153-A']"
84,816843484,"['SA', 'Apt 149 - 164', '154-D']"
85,977522906,"['SA', 'Apt 149 - 164', '154-A']"
86,988955242,"['SA', 'Apt 149 - 164', '154-C']"
87,630823011,"['SA', 'Apt 149 - 164', '154-B']"
88,717741141,"['SA', 'Apt 149 - 164', '155-D']"
89,364164590,"['SA', 'Apt 149 - 164', '155-A']"
90,570558252,"['SA', 'Apt 149 - 164', '155-C']"
91,614235486,"['SA', 'Apt 149 - 164', '155-B']"
92,535838563,"['SA', 'Apt 149 - 164', '156-C']"
93,381799424,"['SA', 'Apt 149 - 164', '156-A']"
94,858989153,"['SA', 'Apt 149 - 164', '156-B']"
95,725611979,"['SA', 'Apt 149 - 164', '156-D']"
96,509743086,"['SA', 'Apt 149 - 164', '157-B']"
97,235801524,"['SA', 'Apt 149 - 164', '157-A']"
98,395027204,"['SA', 'Apt 149 - 164', '157-C']"
99,118395035,"['SA', 'Apt 149 - 164', '157-D']"
100,217646579,"['SA', 'Apt 149 - 164', '158-D']"
101,387703520,"['SA', 'Apt 149 - 164', '158-A']"
102,665306954,"['SA', 'Apt 149 - 164', '158-C']"
103,604791093,"['SA', 'Apt 149 - 164', '158-B']"
104,332790009,"['SA', 'Apt 149 - 164', '159-C']"
105,218978006,"['SA', 'Apt 149 - 164', '159-A']"
106,998413776,"['SA', 'Apt 149 - 164', '159-D']"
107,735489895,"['SA', 'Apt 149 - 164', '159-B']"
108,758701139,"['SA', 'Apt 149 - 164', '160-D']"
109,693423974,"['SA', 'Apt 149 - 164', '160-B']"
110,785947678,"['SA', 'Apt 149 - 164', '160-C']"
111,501018462,"['SA', 'Apt 149 - 164', '160-A']"
112,812006018,"['SA', 'Apt 149 - 164', '161-D']"
113,199040425,"['SA', 'Apt 149 - 164', '161-A']"
114,701872997,"['SA', 'Apt 149 - 164', '161-B']"
115,966824404,"['SA', 'Apt 149 - 164', '161-C']"
116,230972311,"['SA', 'Apt 149 - 164', '162-A']"
117,455068162,"['SA', 'Apt 149 - 164', '162-C']"
118,508325503,"['SA', 'Apt 149 - 164', '162-B']"
119,548748934,"['SA', 'Apt 149 - 164', '162-D']"
120,235100391,"['SA', 'Apt 149 - 164', '163-A']"
121,341676823,"['SA', 'Apt 149 - 164', '163-D']"
122,945815688,"['SA', 'Apt 149 - 164', '163-B']"
123,120764310,"['SA', 'Apt 149 - 164', '163-C']"
124,124360273,"['SA', 'Apt 149 - 164', '164-A']"
125,416631404,"['SA', 'Apt 149 - 164', '164-C']"
126,456856068,"['SA', 'Apt 149 - 164', '164-B']"
127,419456486,"['SA', 'Apt 149 - 164', '164-D']"
128,492530871,"['SA', 'Apt 165 - 180', '165-A']"
129,312463212,"['SA', 'Apt 165 - 180', '165-B']"
130,385152361,"['SA', 'Apt 165 - 180', '165-C']"
131,195136134,"['SA', 'Apt 165 - 180', '165-D']"
132,672481774,"['SA', 'Apt 165 - 180', '166-D']"
133,953861606,"['SA', 'Apt 165 - 180', '166-B']"
134,849566613,"['SA', 'Apt 165 - 180', '166-C']"
135,246292891,"['SA', 'Apt 165 - 180', '166-A']"
136,982211901,"['SA', 'Apt 165 - 180', '167-C']"
137,312170287,"['SA', 'Apt 165 - 180', '167-B']"
138,619769760,"['SA', 'Apt 165 - 180', '167-A']"
139,245404666,"['SA', 'Apt 165 - 180', '167-D']"
140,453553991,"['SA', 'Apt 165 - 180', '168-A']"
141,978755356,"['SA', 'Apt 165 - 180', '168-D']"
142,968623342,"['SA', 'Apt 165 - 180', '168-C']"
143,687906641,"['SA', 'Apt 165 - 180', '168-B']"
144,712589349,"['SA', 'Apt 165 - 180', '169-A']"
145,272852563,"['SA', 'Apt 165 - 180', '169-B']"
146,968250744,"['SA', 'Apt 165 - 180', '169-C']"
147,872519266,"['SA', 'Apt 165 - 180', '169-D']"
148,894369625,"['SA', 'Apt 165 - 180', '170-D']"
149,779941164,"['SA', 'Apt 165 - 180', '170-A']"
150,681520688,"['SA', 'Apt 165 - 180', '170-C']"
151,239604896,"['SA', 'Apt 165 - 180', '170-B']"
152,751283639,"['SA', 'Apt 165 - 180', '171-C']"
153,723108234,"['SA', 'Apt 165 - 180', '171-A']"
154,141985208,"['SA', 'Apt 165 - 180', '171-B']"
155,318064950,"['SA', 'Apt 165 - 180', '171-D']"
156,210531978,"['SA', 'Apt 165 - 180', '172-B']"
157,743926919,"['SA', 'Apt 165 - 180', '172-C']"
158,708379497,"['SA', 'Apt 165 - 180', '172-A']"
159,127812714,"['SA', 'Apt 165 - 180', '172-D']"
160,884833845,"['SA', 'Apt 165 - 180', '173-B']"
161,148410323,"['SA', 'Apt 165 - 180', '173-C']"
162,626144661,"['SA', 'Apt 165 - 180', '173-A']"
163,431879861,"['SA', 'Apt 165 - 180', '173-D']"
164,524510518,"['SA', 'Apt 165 - 180', '174-B']"
165,940833526,"['SA', 'Apt 165 - 180', '174-A']"
166,831776779,"['SA', 'Apt 165 - 180', '174-C']"
167,616153008,"['SA', 'Apt 165 - 180', '174-D']"
168,899960331,"['SA', 'Apt 165 - 180', '175-D']"
169,829922523,"['SA', 'Apt 165 - 180', '175-A']"
170,624445099,"['SA', 'Apt 165 - 180', '175-B']"
171,176192101,"['SA', 'Apt 165 - 180', '175-C']"
172,826944304,"['SA', 'Apt 165 - 180', '176-B']"
173,260187009,"['SA', 'Apt 165 - 180', '176-A']"
174,962496566,"['SA', 'Apt 165 - 180', '176-C']"
175,846875439,"['SA', 'Apt 165 - 180', '176-D']"
176,711333981,"['BS', 'West', '201A-C']"
177,580810313,"['SA', 'Apt 165 - 180', '177-D']"
178,950328706,"['SA', 'Apt 165 - 180', '177-A']"
179,712701549,"['BS', 'West', '201A-A']"
180,842895323,"['SA', 'Apt 165 - 180', '177-C']"
181,599537905,"['BS', 'West', '201A-B']"
182,631871578,"['BS', 'West', '201A-D']"
183,263521161,"['SA', 'Apt 165 - 180', '177-B']"
184,324418033,"['SA', 'Apt 165 - 180', '178-D']"
185,931090335,"['SA', 'Apt 165 - 180', '178-A']"
186,300040685,"['BS', 'West', '201B-B']"
187,952570393,"['SA', 'Apt 165 - 180', '178-B']"
188,708902739,"['SA', 'Apt 165 - 180', '178-C']"
189,259235621,"['BS', 'West', '201B-C']"
190,383167218,"['SA', 'Apt 165 - 180', '179-D']"
191,545634234,"['BS', 'West', '201B-A']"
192,842781593,"['SA', 'Apt 165 - 180', '179-B']"
193,315887469,"['SA', 'Apt 165 - 180', '179-A']"
194,358523559,"['SA', 'Apt 165 - 180', '179-C']"
195,277610785,"['SA', 'Apt 165 - 180', '180-B']"
196,585749760,"['SA', 'Apt 165 - 180', '180-D']"
197,834427692,"['BS', 'West', '201B-D']"
198,672096716,"['SA', 'Apt 165 - 180', '180-C']"
199,140269955,"['SA', 'Apt 165 - 180', '180-A']"
200,475668286,"['SA', 'Apt 181 - 196', '181-C']"
201,796933005,"['BS', 'West', '202A-C']"
202,513557420,"['SA', 'Apt 181 - 196', '181-B']"
203,504044209,"['SA', 'Apt 181 - 196', '181-A']"
204,407128583,"['BS', 'West', '202A-B']"
205,633042485,"['SA', 'Apt 181 - 196', '181-D']"
206,921219547,"['BS', 'West', '202A-A']"
207,776731345,"['SA', 'Apt 181 - 196', '182-C']"
208,331301633,"['SA', 'Apt 181 - 196', '182-A']"
209,526322143,"['BS', 'West', '202A-D']"
210,267309651,"['SA', 'Apt 181 - 196', '182-D']"
211,855087868,"['BS', 'West', '202B-B']"
212,258774962,"['SA', 'Apt 181 - 196', '182-B']"
213,161272609,"['BS', 'West', '202B-A']"
214,925776060,"['SA', 'Apt 181 - 196', '183-A']"
215,241732700,"['SA', 'Apt 181 - 196', '183-B']"
216,453606460,"['SA', 'Apt 181 - 196', '183-C']"
217,425049319,"['SA', 'Apt 181 - 196', '183-D']"
218,843774388,"['SA', 'Apt 181 - 196', '184-C']"
219,452113684,"['BS', 'West', '202B-C']"
220,404132341,"['BS', 'West', '202B-D']"
221,216339215,"['SA', 'Apt 181 - 196', '184-B']"
222,181677577,"['SA', 'Apt 181 - 196', '184-A']"
223,741979671,"['SA', 'Apt 181 - 196', '184-D']"
224,251388255,"['SA', 'Apt 181 - 196', '185-C']"
225,422935203,"['SA', 'Apt 181 - 196', '185-A']"
226,778271980,"['BS', 'West', '203A-D']"
227,387607677,"['SA', 'Apt 181 - 196', '185-D']"
228,727401636,"['SA', 'Apt 181 - 196', '185-B']"
229,375797132,"['SA', 'Apt 181 - 196', '186-B']"
230,473480806,"['SA', 'Apt 181 - 196', '186-A']"
231,673412387,"['SA', 'Apt 181 - 196', '186-C']"
232,356942659,"['BS', 'West', '203A-B']"
233,903239111,"['BS', 'West', '203A-C']"
234,979154090,"['SA', 'Apt 181 - 196', '186-D']"
235,165740564,"['SA', 'Apt 181 - 196', '187-B']"
236,220815256,"['BS', 'West', '203A-A']"
237,391871370,"['BS', 'West', '203B-D']"
238,633205221,"['SA', 'Apt 181 - 196', '187-A']"
239,635712485,"['SA', 'Apt 181 - 196', '187-C']"
240,143470505,"['SA', 'Apt 181 - 196', '187-D']"
241,690739471,"['BS', 'West', '203B-B']"
242,348938666,"['BS', 'West', '203B-C']"
243,782031001,"['SA', 'Apt 181 - 196', '188-B']"
244,650188802,"['BS', 'West', '203B-A']"
245,707523766,"['BS', 'West', '204A-D']"
246,404783945,"['SA', 'Apt 181 - 196', '188-C']"
247,873416668,"['SA', 'Apt 181 - 196', '188-D']"
248,867729508,"['SA', 'Apt 181 - 196', '188-A']"
249,871517055,"['SA', 'Apt 181 - 196', '189-A']"
250,371687366,"['SA', 'Apt 181 - 196', '189-B']"
251,229111712,"['SA', 'Apt 181 - 196', '189-C']"
252,370279797,"['SA', 'Apt 181 - 196', '189-D']"
253,970115449,"['BS', 'West', '204A-B']"
254,439020608,"['SA', 'Apt 181 - 196', '190-B']"
255,788083481,"['SA', 'Apt 181 - 196', '190-A']"
256,883053469,"['BS', 'West', '204A-C']"
257,334893667,"['SA', 'Apt 181 - 196', '190-C']"
258,787243002,"['SA', 'Apt 181 - 196', '190-D']"
259,416536178,"['SA', 'Apt 181 - 196', '191-A']"
260,265647131,"['BS', 'West', '204A-A']"
261,250493217,"['SA', 'Apt 181 - 196', '191-B']"
262,349706137,"['SA', 'Apt 181 - 196', '191-C']"
263,497150032,"['SA', 'Apt 181 - 196', '191-D']"
264,826943879,"['BS', 'West', '204B-C']"
265,279155414,"['SA', 'Apt 181 - 196', '192-B']"
266,358417655,"['BH', nan, '101-A']"
267,163522694,"['BH', nan, '102-A']"
268,108441347,"['AH', nan, '101-A']"
269,200324953,"['BH', nan, '103-A']"
270,888492142,"['BH', nan, '104-A']"
271,573344789,"['BH', nan, '105-A']"
272,597644695,"['BH', nan, '106-A']"
273,152472996,"['AH', nan, '102-A']"
274,520135972,"['BH', nan, '107-A']"
275,925195783,"['AH', nan, '103-A']"
276,535762222,"['AH', nan, '104-A']"
277,556831386,"['BH', nan, '108-A']"
278,699991493,"['AH', nan, '105-A']"
279,896335711,"['AH', nan, '106-A']"
280,390615135,"['AH', nan, '107-A']"
281,276574327,"['AH', nan, '108-A']"
282,791928045,"['AH', nan, '109-A']"
283,344318425,"['BH', nan, '109-A']"
284,358079629,"['AH', nan, '110-A']"
285,477107385,"['AH', nan, '111-A']"
286,612284958,"['BH', nan, '110-A']"
287,128607261,"['AH', nan, '112-A']"
288,792341253,"['AH', nan, '113-A']"
289,148344054,"['BH', nan, '111-A']"
290,436996665,"['AH', nan, '114-A']"
291,429585920,"['AH', nan, '115-A']"
292,354458979,"['AH', nan, '116-A']"
293,620201794,"['AH', nan, '117-A']"
294,105262172,"['BH', nan, '112-A']"
295,161814900,"['AH', nan, '118-A']"
296,435284622,"['AH', nan, '201-A']"
297,840295418,"['AH', nan, '202-A']"
298,256876484,"['BH', nan, '113-A']"
299,503217536,"['AH', nan, '203-A']"
300,785418046,"['BH', nan, '114-A']"
301,823680486,"['BH', nan, '115-A']"
302,672337006,"['BH', nan, '116-A']"
303,668098417,"['AH', nan, '204-A']"
304,254303405,"['AH', nan, '205-A']"
305,683732129,"['BH', nan, '117-A']"
306,600891458,"['AH', nan, '206-A']"
307,757152611,"['BH', nan, '118-A']"
308,869759276,"['BH', nan, '201-A']"
309,499682339,"['AH', nan, '207-A']"
310,422362234,"['AH', nan, '208-A']"
311,515323729,"['AH', nan, '209-A']"
312,482813990,"['AH', nan, '210-A']"
313,586166012,"['AH', nan, '211-A']"
314,957729401,"['AH', nan, '212-A']"
315,257526334,"['AH', nan, '213-A']"
316,676908746,"['AH', nan, '214-A']"
317,188932475,"['BH', nan, '202-A']"
318,950547135,"['AH', nan, '215-A']"
319,458225096,"['AH', nan, '216-A']"
320,563252550,"['AH', nan, '217-A']"
321,732984335,"['BH', nan, '203-A']"
322,491181632,"['BH', nan, '204-A']"
323,108069031,"['BH', nan, '205-A']"
324,696576333,"['BH', nan, '206-A']"
325,544942388,"['AH', nan, '218-A']"
326,432472432,"['AH', nan, '218-B']"
327,956855255,"['BH', nan, '207-A']"
328,769789529,"['AH', nan, '219-A']"
329,206826083,"['AH', nan, '219-B']"
330,956437869,"['BH', nan, '208-A']"
331,154153023,"['BH', nan, '209-A']"
332,628774560,"['AH', nan, '220-A']"
333,321454666,"['AH', nan, '220-B']"
334,593754958,"['AH', nan, '221-A']"
335,363328360,"['BH', nan, '210-A']"
336,715302284,"['AH', nan, '221-B']"
337,700891807,"['BH', nan, '211-A']"
338,880940145,"['BH', nan, '212-A']"
339,216480230,"['BH', nan, '213-A']"
340,569396935,"['BH', nan, '214-A']"
341,244669958,"['BH', nan, '215-A']"
342,444344033,"['BH', nan, '216-A']"
343,470787842,"['BH', nan, '217-A']"
344,952922985,"['AH', nan, '222-A']"
345,563947607,"['AH', nan, '222-B']"
346,677091743,"['AH', nan, '223-A']"
347,495675892,"['BH', nan, '218-A']"
348,765382253,"['BH', nan, '218-B']"
349,710652788,"['AH', nan, '223-B']"
350,929521795,"['BH', nan, '219-A']"
351,810509599,"['BH', nan, '219-B']"
352,377921735,"['BH', nan, '220-A']"
353,628656397,"['AH', nan, '224-A']"
354,455425543,"['AH', nan, '224-B']"
355,491698141,"['BH', nan, '220-B']"
356,542387595,"['AH', nan, '225-A']"
357,957346112,"['BH', nan, '221-A']"
358,137928705,"['AH', nan, '225-B']"
359,805542339,"['AH', nan, '226-A']"
360,330996715,"['BH', nan, '221-B']"
361,978720156,"['BH', nan, '222-A']"
362,985123661,"['AH', nan, '226-B']"
363,997485211,"['BH', nan, '222-B']"
364,412842010,"['AH', nan, '227-A']"
365,380525595,"['AH', nan, '227-B']"
366,214449312,"['AH', nan, '228-A']"
367,397129118,"['AH', nan, '228-B']"
368,489873888,"['AH', nan, '229-A']"
369,963894960,"['AH', nan, '229-B']"
370,211848607,"['AH', nan, '230-A']"
371,770847865,"['BH', nan, '223-A']"
372,875401785,"['AH', nan, '230-B']"
373,588917951,"['AH', nan, '231-A']"
374,356053200,"['AH', nan, '231-B']"
375,970801152,"['AH', nan, '232-A']"
376,129987437,"['AH', nan, '232-B']"
377,990100111,"['BH', nan, '223-B']"
378,210745777,"['AH', nan, '233-A']"
379,889534148,"['BH', nan, '224-A']"
380,748688681,"['BH', nan, '224-B']"
381,761449818,"['AH', nan, '233-B']"
382,890791640,"['BH', nan, '225-A']"
383,982366026,"['BH', nan, '225-B']"
384,141569325,"['AH', nan, '301-A']"
385,324367005,"['AH', nan, '302-A']"
386,754224044,"['AH', nan, '303-A']"
387,575006108,"['BH', nan, '226-A']"
388,755368252,"['AH', nan, '304-A']"
389,381920393,"['AH', nan, '305-A']"
390,841375266,"['AH', nan, '306-A']"
391,792596939,"['AH', nan, '307-A']"
392,760123085,"['BH', nan, '226-B']"
393,814627562,"['BH', nan, '227-A']"
394,980946914,"['AH', nan, '308-A']"
395,428779973,"['AH', nan, '309-A']"
396,790981270,"['AH', nan, '310-A']"
397,355119431,"['BH', nan, '227-B']"
398,958222449,"['BH', nan, '228-A']"
399,520087514,"['AH', nan, '311-A']"
400,115583041,"['AH', nan, '312-A']"
401,892592773,"['AH', nan, '313-A']"
402,998681115,"['AH', nan, '314-A']"
403,378607558,"['BH', nan, '228-B']"
404,886507421,"['AH', nan, '315-A']"
405,885840254,"['BH', nan, '229-A']"
406,477333391,"['AH', nan, '316-A']"
407,779309081,"['AH', nan, '317-A']"
408,486438988,"['AH', nan, '317-B']"
409,923765239,"['AH', nan, '318-A']"
410,978431579,"['AH', nan, '318-B']"
411,408205890,"['BH', nan, '229-B']"
412,650514877,"['BH', nan, '230-A']"
413,499461122,"['AH', nan, '319-A']"
414,642645197,"['AH', nan, '319-B']"
415,352855090,"['AH', nan, '320-A']"
416,128951970,"['AH', nan, '320-B']"
417,815138049,"['BH', nan, '230-B']"
418,906230900,"['BH', nan, '231-A']"
419,718327577,"['AH', nan, '321-A']"
420,797157252,"['AH', nan, '321-B']"
421,231099722,"['BH', nan, '231-B']"
422,314207676,"['AH', nan, '322-A']"
423,761561820,"['AH', nan, '322-B']"
424,156192943,"['BH', nan, '232-A']"
425,821736837,"['AH', nan, '323-A']"
426,518287130,"['BH', nan, '232-B']"
427,270748822,"['AH', nan, '323-B']"
428,194406244,"['BH', nan, '233-A']"
429,479690885,"['AH', nan, '324-A']"
430,448828952,"['BH', nan, '233-B']"
431,905050779,"['AH', nan, '324-B']"
432,240607092,"['AH', nan, '325-A']"
433,141964928,"['AH', nan, '325-B']"
434,364109796,"['BH', nan, '301-A']"
435,835200270,"['AH', nan, '326-A']"
436,712303321,"['BH', nan, '302-A']"
437,197727085,"['BH', nan, '303-A']"
438,769722067,"['BH', nan, '304-A']"
439,275482557,"['BH', nan, '305-A']"
440,280675721,"['BH', nan, '306-A']"
441,686608239,"['AH', nan, '326-B']"
442,537160864,"['BH', nan, '307-A']"
443,328817387,"['AH', nan, '327-A']"
444,236266068,"['AH', nan, '327-B']"
445,360673714,"['AH', nan, '328-A']"
446,855335584,"['BH', nan, '308-A']"
447,757792264,"['BH', nan, '309-A']"
448,617245174,"['AH', nan, '328-B']"
449,882613041,"['AH', nan, '329-A']"
450,486767215,"['AH', nan, '329-B']"
451,649806858,"['BH', nan, '310-A']"
452,169792352,"['BH', nan, '311-A']"
453,455440007,"['BH', nan, '312-A']"
454,332071049,"['AH', nan, '330-A']"
455,509388283,"['AH', nan, '330-B']"
456,178940685,"['AH', nan, '331-A']"
457,508705937,"['AH', nan, '331-B']"
458,104265575,"['AH', nan, '332-A']"
459,682887308,"['AH', nan, '332-B']"
460,710796266,"['AH', nan, '333-A']"
461,841768838,"['AH', nan, '333-B']"
462,604531132,"['AH', nan, '401-A']"
463,985897233,"['AH', nan, '402-A']"
464,885049674,"['AH', nan, '403-A']"
465,928654364,"['BH', nan, '313-A']"
466,990607891,"['BH', nan, '314-A']"
467,291966076,"['BH', nan, '315-A']"
468,713714396,"['AH', nan, '404-A']"
469,278462154,"['AH', nan, '405-A']"
470,356347309,"['AH', nan, '406-A']"
471,351342283,"['AH', nan, '407-A']"
472,591462052,"['BH', nan, '316-A']"
473,270149989,"['BH', nan, '317-A']"
474,488052017,"['AH', nan, '408-A']"
475,489285433,"['BH', nan, '317-B']"
476,476114076,"['AH', nan, '409-A']"
477,532025803,"['BH', nan, '318-A']"
478,662496886,"['AH', nan, '410-A']"
479,929236198,"['AH', nan, '411-A']"
480,639535945,"['AH', nan, '412-A']"
481,958862401,"['AH', nan, '413-A']"
482,575903514,"['AH', nan, '414-A']"
483,764777618,"['AH', nan, '415-A']"
484,677850145,"['AH', nan, '416-A']"
485,330912170,"['BH', nan, '318-B']"
486,800763724,"['AH', nan, '417-A']"
487,206334134,"['BH', nan, '319-A']"
488,288270722,"['BH', nan, '319-B']"
489,514009554,"['BH', nan, '320-A']"
490,682151911,"['AH', nan, '417-B']"
491,770518641,"['AH', nan, '418-A']"
492,685113412,"['BH', nan, '320-B']"
493,838454896,"['AH', nan, '418-B']"
494,492132079,"['BH', nan, '321-A']"
495,277032690,"['AH', nan, '419-A']"
496,442971761,"['AH', nan, '419-B']"
497,578125940,"['BH', nan, '321-B']"
498,975619307,"['AH', nan, '420-A']"
499,141022812,"['AH', nan, '420-B']"
500,603195556,"['AH', nan, '421-A']"
501,476817600,"['AH', nan, '421-B']"
502,939254413,"['AH', nan, '422-A']"
503,581997599,"['AH', nan, '422-B']"
504,579458253,"['AH', nan, '423-A']"
505,465988939,"['BH', nan, '322-A']"
506,297412978,"['AH', nan, '423-B']"
507,139913545,"['BH', nan, '322-B']"
508,835615036,"['AH', nan, '424-A']"
509,352856194,"['BH', nan, '323-A']"
510,214797702,"['AH', nan, '424-B']"
511,461796810,"['AH', nan, '425-A']"
512,532558603,"['AH', nan, '425-B']"
513,600011609,"['AH', nan, '426-A']"
514,424485882,"['AH', nan, '426-B']"
515,125124619,"['AH', nan, '427-A']"
516,685876362,"['BH', nan, '323-B']"
517,813361056,"['AH', nan, '427-B']"
518,343991581,"['BH', nan, '324-A']"
519,924784436,"['BH', nan, '324-B']"
520,884050320,"['AH', nan, '428-A']"
521,620911383,"['BH', nan, '325-A']"
522,124111348,"['AH', nan, '428-B']"
523,806062213,"['BH', nan, '325-B']"
524,907349729,"['AH', nan, '429-A']"
525,319386676,"['BH', nan, '326-A']"
526,297763382,"['AH', nan, '429-B']"
527,255413370,"['BH', nan, '326-B']"
528,431518357,"['AH', nan, '430-A']"
529,450345515,"['AH', nan, '430-B']"
530,137538940,"['BH', nan, '327-A']"
531,641610004,"['AH', nan, '431-A']"
532,720895511,"['BH', nan, '327-B']"
533,697610294,"['AH', nan, '431-B']"
534,206239870,"['AH', nan, '432-A']"
535,337730278,"['AH', nan, '432-B']"
536,557095380,"['BH', nan, '328-A']"
537,358373327,"['AH', nan, '433-A']"
538,441746927,"['BH', nan, '328-B']"
539,277391295,"['AH', nan, '433-B']"
540,141919014,"['BH', nan, '329-A']"
541,852163813,"['BH', nan, '329-B']"
542,884621327,"['BH', nan, '330-A']"
543,168959673,"['BH', nan, '330-B']"
544,632680008,"['BH', nan, '331-A']"
545,881449750,"['BH', nan, '331-B']"
546,555901382,"['BH', nan, '332-A']"
547,880723224,"['BH', nan, '332-B']"
548,316515771,"['BH', nan, '333-A']"
549,259742799,"['BH', nan, '333-B']"
550,940877043,"['BH', nan, '401-A']"
551,334484499,"['BH', nan, '402-A']"
552,294707707,"['BH', nan, '403-A']"
553,341495801,"['BH', nan, '404-A']"
554,956208122,"['BH', nan, '405-A']"
555,720935744,"['BH', nan, '406-A']"
556,920519277,"['BH', nan, '407-A']"
557,725472783,"['BH', nan, '408-A']"
558,854936134,"['BH', nan, '409-A']"
559,863706310,"['BH', nan, '410-A']"
560,841153819,"['BH', nan, '411-A']"
