,RUID,Assigned Rooms
90,224450342,"['SA', 'Apt 149 - 164', '155-C']"
91,399776005,"['SA', 'Apt 149 - 164', '155-D']"
92,110322866,"['SA', 'Apt 149 - 164', '156-A']"
93,412876114,"['SA', 'Apt 149 - 164', '156-D']"
94,404103070,"['SA', 'Apt 149 - 164', '156-C']"
95,770085337,"['SA', 'Apt 149 - 164', '156-B']"
96,879220507,"['SA', 'Apt 149 - 164', '157-B']"
97,164758435,"['SA', 'Apt 149 - 164', '157-A']"
98,663676576,"['SA', 'Apt 149 - 164', '157-C']"
99,386962291,"['SA', 'Apt 149 - 164', '157-D']"
100,747586089,"['SA', 'Apt 149 - 164', '158-A']"
101,576756487,"['SA', 'Apt 149 - 164', '158-B']"
102,514531092,"['SA', 'Apt 149 - 164', '158-C']"
103,734120546,"['SA', 'Apt 149 - 164', '158-D']"
104,655511745,"['SA', 'Apt 149 - 164', '159-A']"
105,860024630,"['SA', 'Apt 149 - 164', '159-B']"
106,997862055,"['SA', 'Apt 149 - 164', '159-C']"
107,353271159,"['SA', 'Apt 149 - 164', '159-D']"
108,462675756,"['SA', 'Apt 149 - 164', '160-A']"
109,973328750,"['SA', 'Apt 149 - 164', '160-B']"
110,205819037,"['SA', 'Apt 149 - 164', '160-C']"
111,130899607,"['SA', 'Apt 149 - 164', '160-D']"
112,222891387,"['SA', 'Apt 149 - 164', '161-A']"
113,402401537,"['SA', 'Apt 149 - 164', '161-B']"
114,725457614,"['SA', 'Apt 149 - 164', '161-C']"
115,131125423,"['SA', 'Apt 149 - 164', '161-D']"
116,760785985,"['SA', 'Apt 149 - 164', '162-A']"
117,137626230,"['SA', 'Apt 149 - 164', '162-B']"
118,610183216,"['SA', 'Apt 149 - 164', '162-C']"
119,152476322,"['SA', 'Apt 149 - 164', '162-D']"
120,748022173,"['SA', 'Apt 149 - 164', '163-A']"
121,813426375,"['SA', 'Apt 149 - 164', '163-C']"
122,688429319,"['SA', 'Apt 149 - 164', '163-B']"
123,712720272,"['SA', 'Apt 149 - 164', '163-D']"
124,636628235,"['SA', 'Apt 149 - 164', '164-A']"
125,755425383,"['SA', 'Apt 149 - 164', '164-B']"
126,450539299,"['SA', 'Apt 149 - 164', '164-C']"
127,391328636,"['SA', 'Apt 149 - 164', '164-D']"
128,875048129,"['SA', 'Apt 165 - 180', '165-A']"
129,424775036,"['SA', 'Apt 165 - 180', '165-B']"
130,609011718,"['SA', 'Apt 165 - 180', '165-D']"
131,177484257,"['SA', 'Apt 165 - 180', '165-C']"
132,416193960,"['SA', 'Apt 165 - 180', '166-C']"
133,900398857,"['SA', 'Apt 165 - 180', '166-B']"
134,515330988,"['SA', 'Apt 165 - 180', '166-A']"
135,727932813,"['SA', 'Apt 165 - 180', '166-D']"
136,857902352,"['SA', 'Apt 165 - 180', '167-A']"
137,288427367,"['SA', 'Apt 165 - 180', '167-B']"
138,283849842,"['SA', 'Apt 165 - 180', '167-C']"
139,582663467,"['SA', 'Apt 165 - 180', '167-D']"
140,719631263,"['SA', 'Apt 165 - 180', '168-A']"
141,234212223,"['SA', 'Apt 165 - 180', '168-C']"
142,115211674,"['SA', 'Apt 165 - 180', '168-B']"
143,310767127,"['SA', 'Apt 165 - 180', '168-D']"
144,133574840,"['SA', 'Apt 165 - 180', '169-A']"
145,320483532,"['SA', 'Apt 165 - 180', '169-B']"
146,963623481,"['SA', 'Apt 165 - 180', '169-C']"
147,623786777,"['SA', 'Apt 165 - 180', '169-D']"
148,420165264,"['SA', 'Apt 165 - 180', '170-A']"
149,391435664,"['SA', 'Apt 165 - 180', '170-B']"
150,219170583,"['SA', 'Apt 165 - 180', '170-C']"
151,895557022,"['SA', 'Apt 165 - 180', '170-D']"
152,952139753,"['SA', 'Apt 165 - 180', '171-A']"
153,667302585,"['SA', 'Apt 165 - 180', '171-B']"
154,875759186,"['SA', 'Apt 165 - 180', '171-C']"
155,495043949,"['SA', 'Apt 165 - 180', '171-D']"
156,904936757,"['SA', 'Apt 165 - 180', '172-A']"
157,198851720,"['SA', 'Apt 165 - 180', '172-B']"
158,632997885,"['SA', 'Apt 165 - 180', '172-C']"
159,123643526,"['SA', 'Apt 165 - 180', '172-D']"
160,702442880,"['SA', 'Apt 165 - 180', '173-A']"
161,317594570,"['SA', 'Apt 165 - 180', '173-B']"
162,262723707,"['SA', 'Apt 165 - 180', '173-C']"
163,733908427,"['SA', 'Apt 165 - 180', '173-D']"
164,786574426,"['SA', 'Apt 165 - 180', '174-C']"
165,948705900,"['SA', 'Apt 165 - 180', '174-B']"
166,831510499,"['SA', 'Apt 165 - 180', '174-A']"
167,208630014,"['SA', 'Apt 165 - 180', '174-D']"
168,761013569,"['SA', 'Apt 165 - 180', '175-C']"
169,432086247,"['SA', 'Apt 165 - 180', '175-B']"
170,436117745,"['SA', 'Apt 165 - 180', '175-A']"
171,403150816,"['SA', 'Apt 165 - 180', '175-D']"
172,368342491,"['SA', 'Apt 165 - 180', '176-A']"
173,778829888,"['SA', 'Apt 165 - 180', '176-B']"
174,490518285,"['SA', 'Apt 165 - 180', '176-C']"
175,122113947,"['SA', 'Apt 165 - 180', '176-D']"
176,421462888,"['SA', 'Apt 165 - 180', '177-A']"
177,439431871,"['SA', 'Apt 165 - 180', '177-B']"
178,909613058,"['SA', 'Apt 165 - 180', '177-C']"
179,281272413,"['SA', 'Apt 165 - 180', '177-D']"
180,881038684,"['SA', 'Apt 165 - 180', '178-A']"
181,610805192,"['SA', 'Apt 165 - 180', '178-B']"
182,795454595,"['SA', 'Apt 165 - 180', '178-C']"
183,142139762,"['SA', 'Apt 165 - 180', '178-D']"
184,697932565,"['SA', 'Apt 165 - 180', '179-A']"
185,535141249,"['SA', 'Apt 165 - 180', '179-C']"
186,688272249,"['SA', 'Apt 165 - 180', '179-B']"
187,961514395,"['SA', 'Apt 165 - 180', '179-D']"
188,894059524,"['SA', 'Apt 165 - 180', '180-C']"
189,535324862,"['SA', 'Apt 165 - 180', '180-B']"
190,651123205,"['SA', 'Apt 165 - 180', '180-A']"
191,873591164,"['SA', 'Apt 165 - 180', '180-D']"
192,999671521,"['SA', 'Apt 181 - 196', '181-A']"
193,344473633,"['SA', 'Apt 181 - 196', '181-B']"
194,513474680,"['SA', 'Apt 181 - 196', '181-C']"
195,906647955,"['SA', 'Apt 181 - 196', '181-D']"
196,626157441,"['SA', 'Apt 181 - 196', '182-A']"
197,971498925,"['SA', 'Apt 181 - 196', '182-B']"
198,712699983,"['SA', 'Apt 181 - 196', '182-C']"
199,539450153,"['SA', 'Apt 181 - 196', '182-D']"
200,568305966,"['SA', 'Apt 181 - 196', '183-A']"
201,117525509,"['SA', 'Apt 181 - 196', '183-B']"
202,584738358,"['SA', 'Apt 181 - 196', '183-C']"
203,210719286,"['SA', 'Apt 181 - 196', '183-D']"
204,258612705,"['SA', 'Apt 181 - 196', '184-A']"
205,502536559,"['SA', 'Apt 181 - 196', '184-B']"
206,366261417,"['SA', 'Apt 181 - 196', '184-C']"
207,188713074,"['SA', 'Apt 181 - 196', '184-D']"
208,828313442,"['SA', 'Apt 181 - 196', '185-A']"
209,857542321,"['SA', 'Apt 181 - 196', '185-B']"
210,798214721,"['SA', 'Apt 181 - 196', '185-C']"
211,616652198,"['SA', 'Apt 181 - 196', '185-D']"
212,742310209,"['SA', 'Apt 181 - 196', '186-A']"
213,832688353,"['SA', 'Apt 181 - 196', '186-B']"
214,500676165,"['SA', 'Apt 181 - 196', '186-C']"
215,258410918,"['SA', 'Apt 181 - 196', '186-D']"
216,987721240,"['SA', 'Apt 181 - 196', '187-A']"
217,502567836,"['SA', 'Apt 181 - 196', '187-B']"
218,836815486,"['SA', 'Apt 181 - 196', '187-C']"
219,295609075,"['SA', 'Apt 181 - 196', '187-D']"
220,316541638,"['SA', 'Apt 181 - 196', '188-A']"
221,257120729,"['SA', 'Apt 181 - 196', '188-B']"
222,817682018,"['SA', 'Apt 181 - 196', '188-C']"
223,862297340,"['SA', 'Apt 181 - 196', '188-D']"
224,649505149,"['SA', 'Apt 181 - 196', '189-B']"
225,407989608,"['SA', 'Apt 181 - 196', '189-A']"
226,338465166,"['SA', 'Apt 181 - 196', '189-C']"
227,673586289,"['SA', 'Apt 181 - 196', '189-D']"
228,814916376,"['SA', 'Apt 181 - 196', '190-A']"
229,616274097,"['SA', 'Apt 181 - 196', '190-B']"
230,499489169,"['SA', 'Apt 181 - 196', '190-D']"
231,370808798,"['SA', 'Apt 181 - 196', '190-C']"
232,728344198,"['SA', 'Apt 181 - 196', '191-A']"
233,170008579,"['SA', 'Apt 181 - 196', '191-C']"
234,282145386,"['SA', 'Apt 181 - 196', '191-B']"
235,392103616,"['SA', 'Apt 181 - 196', '191-D']"
236,338996272,"['SA', 'Apt 181 - 196', '192-A']"
237,158185009,"['SA', 'Apt 181 - 196', '192-B']"
238,311046755,"['SA', 'Apt 181 - 196', '192-C']"
239,608019516,"['SA', 'Apt 181 - 196', '192-D']"
240,992416681,"['SA', 'Apt 181 - 196', '193-A']"
241,611039233,"['SA', 'Apt 181 - 196', '193-D']"
242,986821871,"['SA', 'Apt 181 - 196', '193-C']"
243,505978242,"['SA', 'Apt 181 - 196', '193-B']"
244,432783598,"['SA', 'Apt 181 - 196', '194-A']"
245,601928903,"['SA', 'Apt 181 - 196', '194-B']"
246,141284445,"['SA', 'Apt 181 - 196', '194-C']"
247,310289959,"['SA', 'Apt 181 - 196', '194-D']"
248,584621022,"['SA', 'Apt 181 - 196', '195-C']"
249,355414944,"['SA', 'Apt 181 - 196', '195-B']"
250,740338010,"['SA', 'Apt 181 - 196', '195-A']"
251,846597440,"['SA', 'Apt 181 - 196', '195-D']"
252,729888000,"['SA', 'Apt 181 - 196', '196-C']"
253,265423903,"['SA', 'Apt 181 - 196', '196-A']"
254,269968504,"['SA', 'Apt 181 - 196', '196-B']"
255,781187579,"['SA', 'Apt 181 - 196', '196-D']"
256,913922528,"['SA', 'Apt 197 - 220', '197-A']"
257,245448939,"['SA', 'Apt 197 - 220', '197-B']"
258,889955510,"['SA', 'Apt 197 - 220', '197-C']"
259,997072879,"['SA', 'Apt 197 - 220', '197-D']"
260,183262783,"['SA', 'Apt 197 - 220', '198-A']"
261,456583598,"['SA', 'Apt 197 - 220', '198-B']"
262,667017903,"['SA', 'Apt 197 - 220', '198-C']"
263,733281354,"['SA', 'Apt 197 - 220', '198-D']"
264,723091817,"['SA', 'Apt 197 - 220', '199-A']"
265,112859131,"['SA', 'Apt 197 - 220', '199-B']"
266,812594775,"['SA', 'Apt 197 - 220', '199-C']"
267,666745066,"['SA', 'Apt 197 - 220', '199-D']"
268,779712041,"['SA', 'Apt 197 - 220', '200-A']"
269,507144282,"['SA', 'Apt 197 - 220', '200-B']"
270,934961164,"['SA', 'Apt 197 - 220', '200-C']"
271,309814305,"['SA', 'Apt 197 - 220', '200-D']"
272,442531351,"['SA', 'Apt 197 - 220', '201-A']"
273,889492251,"['SA', 'Apt 197 - 220', '201-B']"
274,975350048,"['SA', 'Apt 197 - 220', '201-D']"
275,431015785,"['SA', 'Apt 197 - 220', '201-C']"
276,244842717,"['SA', 'Apt 197 - 220', '202-A']"
277,110826757,"['SA', 'Apt 197 - 220', '202-B']"
278,828438935,"['SA', 'Apt 197 - 220', '202-C']"
279,762805802,"['SA', 'Apt 197 - 220', '202-D']"
280,344346844,"['SA', 'Apt 197 - 220', '203-A']"
281,726301486,"['SA', 'Apt 197 - 220', '203-B']"
282,393852617,"['SA', 'Apt 197 - 220', '203-C']"
283,755352461,"['SA', 'Apt 197 - 220', '203-D']"
284,285144094,"['SA', 'Apt 197 - 220', '204-C']"
285,180272439,"['SA', 'Apt 197 - 220', '204-B']"
286,551852886,"['SA', 'Apt 197 - 220', '204-A']"
287,526567960,"['SA', 'Apt 197 - 220', '204-D']"
288,275010301,"['SA', 'Apt 197 - 220', '205-A']"
289,859192170,"['SA', 'Apt 197 - 220', '205-B']"
290,851624275,"['SA', 'Apt 197 - 220', '205-C']"
291,968549852,"['SA', 'Apt 197 - 220', '205-D']"
292,921400593,"['SA', 'Apt 197 - 220', '206-A']"
293,524039252,"['SA', 'Apt 197 - 220', '206-B']"
294,445975823,"['SA', 'Apt 197 - 220', '206-C']"
295,213518080,"['SA', 'Apt 197 - 220', '206-D']"
296,499078845,"['SA', 'Apt 197 - 220', '207-A']"
297,194420592,"['SA', 'Apt 197 - 220', '207-B']"
298,433092305,"['SA', 'Apt 197 - 220', '207-C']"
299,947968802,"['SA', 'Apt 197 - 220', '207-D']"
300,359753127,"['SA', 'Apt 197 - 220', '208-A']"
301,707252805,"['SA', 'Apt 197 - 220', '208-B']"
302,727910793,"['SA', 'Apt 197 - 220', '208-C']"
303,116909959,"['SA', 'Apt 197 - 220', '208-D']"
304,841904446,"['SA', 'Apt 197 - 220', '209-A']"
305,302767160,"['SA', 'Apt 197 - 220', '209-B']"
306,106436137,"['SA', 'Apt 197 - 220', '209-C']"
307,553445636,"['SA', 'Apt 197 - 220', '209-D']"
308,968351431,"['SA', 'Apt 197 - 220', '210-A']"
309,215980676,"['SA', 'Apt 197 - 220', '210-B']"
310,644093257,"['SA', 'Apt 197 - 220', '210-D']"
311,725108310,"['SA', 'Apt 197 - 220', '210-C']"
312,433866513,"['SA', 'Apt 197 - 220', '211-A']"
313,146737893,"['SA', 'Apt 197 - 220', '211-B']"
314,374646995,"['SA', 'Apt 197 - 220', '211-C']"
315,325816426,"['SA', 'Apt 197 - 220', '211-D']"
316,965501468,"['SA', 'Apt 197 - 220', '212-C']"
317,300830485,"['SA', 'Apt 197 - 220', '212-B']"
318,926239987,"['SA', 'Apt 197 - 220', '212-A']"
319,186798742,"['SA', 'Apt 197 - 220', '212-D']"
320,199105159,"['SA', 'Apt 197 - 220', '213-B']"
321,681131052,"['SA', 'Apt 197 - 220', '213-A']"
322,515074443,"['SA', 'Apt 197 - 220', '213-C']"
323,225009177,"['SA', 'Apt 197 - 220', '213-D']"
324,913485024,"['SA', 'Apt 197 - 220', '214-C']"
325,481401657,"['SA', 'Apt 197 - 220', '214-B']"
326,192629323,"['SA', 'Apt 197 - 220', '214-A']"
327,550810467,"['SA', 'Apt 197 - 220', '214-D']"
328,170040959,"['SA', 'Apt 197 - 220', '215-A']"
329,740643007,"['SA', 'Apt 197 - 220', '215-B']"
330,213585378,"['SA', 'Apt 197 - 220', '215-C']"
331,313433242,"['SA', 'Apt 197 - 220', '215-D']"
332,920559714,"['SA', 'Apt 197 - 220', '216-A']"
333,118122044,"['SA', 'Apt 197 - 220', '216-B']"
334,841569904,"['SA', 'Apt 197 - 220', '216-C']"
335,299455853,"['SA', 'Apt 197 - 220', '216-D']"
336,173819064,"['SA', 'Apt 197 - 220', '217-A']"
337,215442728,"['SA', 'Apt 197 - 220', '217-B']"
338,220417849,"['SA', 'Apt 197 - 220', '217-C']"
339,910602632,"['SA', 'Apt 197 - 220', '217-D']"
340,363008697,"['SA', 'Apt 197 - 220', '218-A']"
341,562751055,"['BS', 'West', '201A-A']"
342,857862981,"['SA', 'Apt 197 - 220', '218-B']"
343,745805171,"['BS', 'West', '201A-B']"
344,209352492,"['SA', 'Apt 197 - 220', '218-D']"
345,213178528,"['SA', 'Apt 197 - 220', '218-C']"
346,249380925,"['SA', 'Apt 197 - 220', '219-C']"
347,924248535,"['SA', 'Apt 197 - 220', '219-B']"
348,606143138,"['BS', 'West', '201A-C']"
349,300305515,"['SA', 'Apt 197 - 220', '219-A']"
350,607392265,"['SA', 'Apt 197 - 220', '219-D']"
351,432348437,"['SA', 'Apt 197 - 220', '220-A']"
352,957301021,"['SA', 'Apt 197 - 220', '220-C']"
353,706207019,"['SA', 'Apt 197 - 220', '220-B']"
354,418697449,"['SA', 'Apt 197 - 220', '220-D']"
355,489579420,"['BS', 'West', '201A-D']"
356,463767330,"['SA', 'Apt 221 - 244', '221-A']"
357,515993453,"['SA', 'Apt 221 - 244', '221-B']"
358,306797381,"['SA', 'Apt 221 - 244', '221-C']"
359,436535757,"['SA', 'Apt 221 - 244', '221-D']"
360,367896908,"['SA', 'Apt 221 - 244', '222-A']"
361,890745606,"['BS', 'West', '201B-A']"
362,949451165,"['SA', 'Apt 221 - 244', '222-B']"
363,832015925,"['SA', 'Apt 221 - 244', '222-C']"
364,269560653,"['BS', 'West', '201B-B']"
365,876674098,"['BS', 'West', '201B-C']"
366,312669093,"['BS', 'West', '201B-D']"
367,114730323,"['SA', 'Apt 221 - 244', '222-D']"
368,586363955,"['SA', 'Apt 221 - 244', '223-C']"
369,736067033,"['SA', 'Apt 221 - 244', '223-B']"
370,585397160,"['SA', 'Apt 221 - 244', '223-A']"
371,643056180,"['SA', 'Apt 221 - 244', '223-D']"
372,898137882,"['SA', 'Apt 221 - 244', '224-A']"
373,378427340,"['SA', 'Apt 221 - 244', '224-B']"
374,197413440,"['SA', 'Apt 221 - 244', '224-C']"
375,715998606,"['SA', 'Apt 221 - 244', '224-D']"
376,912675600,"['BS', 'West', '202A-A']"
377,110585324,"['SA', 'Apt 221 - 244', '225-A']"
378,819748081,"['BS', 'West', '202A-B']"
379,903907701,"['BS', 'West', '202A-C']"
380,386524747,"['BS', 'West', '202A-D']"
381,406745437,"['BS', 'West', '202B-B']"
382,944823081,"['SA', 'Apt 221 - 244', '225-B']"
383,957509107,"['SA', 'Apt 221 - 244', '225-C']"
384,503758743,"['BS', 'West', '202B-D']"
385,206443565,"['SA', 'Apt 221 - 244', '225-D']"
386,344087765,"['BS', 'West', '202B-C']"
387,893452913,"['SA', 'Apt 221 - 244', '226-A']"
388,797566327,"['SA', 'Apt 221 - 244', '226-C']"
389,953891067,"['SA', 'Apt 221 - 244', '226-B']"
390,137065999,"['SA', 'Apt 221 - 244', '226-D']"
391,625542616,"['SA', 'Apt 221 - 244', '227-A']"
392,883459565,"['SA', 'Apt 221 - 244', '227-B']"
393,436478632,"['SA', 'Apt 221 - 244', '227-C']"
394,911310661,"['SA', 'Apt 221 - 244', '227-D']"
395,478481550,"['SA', 'Apt 221 - 244', '228-A']"
396,140738439,"['SA', 'Apt 221 - 244', '228-B']"
397,811844416,"['SA', 'Apt 221 - 244', '228-C']"
398,172526028,"['SA', 'Apt 221 - 244', '228-D']"
399,736730773,"['SA', 'Apt 221 - 244', '229-A']"
400,724454371,"['SA', 'Apt 221 - 244', '229-B']"
401,503240173,"['SA', 'Apt 221 - 244', '229-C']"
402,777089352,"['BS', 'West', '202B-A']"
403,431850484,"['SA', 'Apt 221 - 244', '229-D']"
404,186706365,"['SA', 'Apt 221 - 244', '230-A']"
405,655212468,"['BS', 'West', '203A-A']"
406,431766621,"['SA', 'Apt 221 - 244', '230-B']"
407,874851111,"['BS', 'West', '203A-B']"
408,598396162,"['SA', 'Apt 221 - 244', '230-C']"
409,699726448,"['SA', 'Apt 221 - 244', '230-D']"
410,369524970,"['SA', 'Apt 221 - 244', '231-A']"
411,678512165,"['SA', 'Apt 221 - 244', '231-B']"
412,853783916,"['SA', 'Apt 221 - 244', '231-C']"
413,403912114,"['BS', 'West', '203A-C']"
414,369050273,"['BS', 'West', '203A-D']"
415,665079136,"['BS', 'West', '203B-A']"
416,570415751,"['SA', 'Apt 221 - 244', '231-D']"
417,570023436,"['BS', 'West', '203B-B']"
418,686048453,"['SA', 'Apt 221 - 244', '232-A']"
419,998296892,"['BS', 'West', '203B-C']"
420,941556538,"['BS', 'West', '203B-D']"
421,846326213,"['BS', 'West', '204A-A']"
422,774579179,"['BS', 'West', '204A-B']"
423,882105479,"['SA', 'Apt 221 - 244', '232-B']"
424,597344439,"['BS', 'West', '204A-C']"
425,493493414,"['SA', 'Apt 221 - 244', '232-D']"
426,916091970,"['SA', 'Apt 221 - 244', '232-C']"
427,723055877,"['SA', 'Apt 221 - 244', '233-A']"
428,177394914,"['SA', 'Apt 221 - 244', '233-B']"
429,670077337,"['BS', 'West', '204A-D']"
430,112839022,"['SA', 'Apt 221 - 244', '233-C']"
431,840987713,"['BS', 'West', '204B-A']"
432,866970757,"['BS', 'West', '204B-B']"
433,305694043,"['SA', 'Apt 221 - 244', '233-D']"
434,415180860,"['SA', 'Apt 221 - 244', '234-A']"
435,792777649,"['SA', 'Apt 221 - 244', '234-B']"
436,478248679,"['SA', 'Apt 221 - 244', '234-C']"
437,855412750,"['SA', 'Apt 221 - 244', '234-D']"
438,977251658,"['BS', 'West', '204B-C']"
439,882565615,"['SA', 'Apt 221 - 244', '235-A']"
440,118442075,"['BS', 'West', '204B-D']"
441,416426854,"['SA', 'Apt 221 - 244', '235-B']"
442,884856753,"['SA', 'Apt 221 - 244', '235-C']"
443,271836711,"['SA', 'Apt 221 - 244', '235-D']"
444,189700100,"['SA', 'Apt 221 - 244', '236-A']"
445,171035224,"['BS', 'West', '206-A']"
446,388686618,"['SA', 'Apt 221 - 244', '236-B']"
447,843436971,"['BS', 'West', '206-B']"
448,613534269,"['SA', 'Apt 221 - 244', '236-C']"
449,627451874,"['SA', 'Apt 221 - 244', '236-D']"
450,992731649,"['BS', 'West', '206-C']"
451,161309321,"['SA', 'Apt 221 - 244', '237-A']"
452,672388899,"['SA', 'Apt 221 - 244', '237-B']"
453,100967070,"['SA', 'Apt 221 - 244', '237-C']"
454,850115436,"['BS', 'West', '206-D']"
455,237555818,"['SA', 'Apt 221 - 244', '237-D']"
456,683375898,"['BS', 'West', '208A-C']"
457,504026566,"['SA', 'Apt 221 - 244', '238-A']"
458,492090277,"['SA', 'Apt 221 - 244', '238-B']"
459,860091479,"['SA', 'Apt 221 - 244', '238-C']"
460,598332039,"['SA', 'Apt 221 - 244', '238-D']"
461,782525832,"['SA', 'Apt 221 - 244', '239-A']"
462,949797271,"['SA', 'Apt 221 - 244', '239-B']"
463,414340853,"['SA', 'Apt 221 - 244', '239-C']"
464,285422354,"['SA', 'Apt 221 - 244', '239-D']"
465,659950951,"['SA', 'Apt 221 - 244', '240-A']"
466,916396461,"['SA', 'Apt 221 - 244', '240-B']"
467,793748735,"['SA', 'Apt 221 - 244', '240-C']"
468,342439895,"['SA', 'Apt 221 - 244', '240-D']"
469,202084391,"['BS', 'West', '208A-B']"
470,467026353,"['SA', 'Apt 221 - 244', '241-B']"
471,910020139,"['SA', 'Apt 221 - 244', '241-A']"
472,298901509,"['SA', 'Apt 221 - 244', '241-C']"
473,905734673,"['SA', 'Apt 221 - 244', '241-D']"
