,RUID,Assigned Rooms
141,561168816,"['SA', 'Apt 165 - 180', '168-B']"
142,729634404,"['SA', 'Apt 165 - 180', '168-C']"
143,806174483,"['SA', 'Apt 165 - 180', '168-D']"
144,361280025,"['SA', 'Apt 165 - 180', '169-C']"
145,786202462,"['SA', 'Apt 165 - 180', '169-B']"
146,428127168,"['SA', 'Apt 165 - 180', '169-D']"
147,260481649,"['SA', 'Apt 165 - 180', '169-A']"
148,708103542,"['SA', 'Apt 165 - 180', '170-B']"
149,718811786,"['SA', 'Apt 165 - 180', '170-A']"
150,914096801,"['SA', 'Apt 165 - 180', '170-C']"
151,920902198,"['SA', 'Apt 165 - 180', '170-D']"
152,840355584,"['SA', 'Apt 165 - 180', '171-D']"
153,814644023,"['SA', 'Apt 165 - 180', '171-B']"
154,862463542,"['SA', 'Apt 165 - 180', '171-C']"
155,957723615,"['SA', 'Apt 165 - 180', '171-A']"
156,578566909,"['SA', 'Apt 165 - 180', '172-A']"
157,822786897,"['SA', 'Apt 165 - 180', '172-B']"
158,356029437,"['SA', 'Apt 165 - 180', '172-C']"
159,703873687,"['SA', 'Apt 165 - 180', '172-D']"
160,259785694,"['SA', 'Apt 165 - 180', '173-A']"
161,372434557,"['SA', 'Apt 165 - 180', '173-B']"
162,882225142,"['SA', 'Apt 165 - 180', '173-C']"
163,466623163,"['SA', 'Apt 165 - 180', '173-D']"
164,903464523,"['SA', 'Apt 165 - 180', '174-A']"
165,217960119,"['SA', 'Apt 165 - 180', '174-B']"
166,414432622,"['BS', 'West', '201A-A']"
167,409025507,"['SA', 'Apt 165 - 180', '174-C']"
168,950199133,"['SA', 'Apt 165 - 180', '174-D']"
169,930699028,"['BS', 'West', '201A-B']"
170,460738079,"['SA', 'Apt 165 - 180', '175-A']"
171,580527201,"['BS', 'West', '201A-C']"
172,473968594,"['BS', 'West', '201A-D']"
173,217003181,"['SA', 'Apt 165 - 180', '175-B']"
174,995554668,"['BS', 'West', '201B-C']"
175,475760257,"['BS', 'West', '201B-B']"
176,413752259,"['SA', 'Apt 165 - 180', '175-C']"
177,553869593,"['BS', 'West', '201B-A']"
178,488460171,"['SA', 'Apt 165 - 180', '175-D']"
179,258152063,"['SA', 'Apt 165 - 180', '176-A']"
180,619176053,"['SA', 'Apt 165 - 180', '176-B']"
181,203095444,"['SA', 'Apt 165 - 180', '176-C']"
182,639086885,"['SA', 'Apt 165 - 180', '176-D']"
183,445697834,"['BS', 'West', '201B-D']"
184,547775078,"['SA', 'Apt 165 - 180', '177-A']"
185,456657807,"['SA', 'Apt 165 - 180', '177-B']"
186,781107129,"['SA', 'Apt 165 - 180', '177-C']"
187,442719822,"['BS', 'West', '202A-D']"
188,876238080,"['SA', 'Apt 165 - 180', '177-D']"
189,860551188,"['SA', 'Apt 165 - 180', '178-A']"
190,355885095,"['BS', 'West', '202A-B']"
191,214808989,"['SA', 'Apt 165 - 180', '178-B']"
192,603806570,"['SA', 'Apt 165 - 180', '178-C']"
193,964280585,"['SA', 'Apt 165 - 180', '178-D']"
194,554223300,"['SA', 'Apt 165 - 180', '179-A']"
195,408863245,"['SA', 'Apt 165 - 180', '179-B']"
196,363394320,"['SA', 'Apt 165 - 180', '179-C']"
197,134609216,"['SA', 'Apt 165 - 180', '179-D']"
198,276583666,"['SA', 'Apt 165 - 180', '180-D']"
199,516312107,"['SA', 'Apt 165 - 180', '180-B']"
200,754407647,"['SA', 'Apt 165 - 180', '180-C']"
201,450808396,"['SA', 'Apt 165 - 180', '180-A']"
202,449234457,"['SA', 'Apt 181 - 196', '181-B']"
203,792883217,"['BS', 'West', '202A-C']"
204,287424759,"['SA', 'Apt 181 - 196', '181-A']"
205,869510163,"['SA', 'Apt 181 - 196', '181-C']"
206,335397921,"['BS', 'West', '202A-A']"
207,951294784,"['SA', 'Apt 181 - 196', '181-D']"
208,601003746,"['SA', 'Apt 181 - 196', '182-C']"
209,546291666,"['SA', 'Apt 181 - 196', '182-B']"
210,651974551,"['SA', 'Apt 181 - 196', '182-A']"
211,725222199,"['BS', 'West', '202B-A']"
212,715071230,"['SA', 'Apt 181 - 196', '182-D']"
213,802098977,"['SA', 'Apt 181 - 196', '183-A']"
214,844977359,"['SA', 'Apt 181 - 196', '183-C']"
215,801763962,"['SA', 'Apt 181 - 196', '183-B']"
216,375316457,"['SA', 'Apt 181 - 196', '183-D']"
217,674915868,"['BS', 'West', '202B-B']"
218,564873747,"['BS', 'West', '202B-C']"
219,448210531,"['BS', 'West', '202B-D']"
220,569496065,"['SA', 'Apt 181 - 196', '184-A']"
221,142205293,"['SA', 'Apt 181 - 196', '184-B']"
222,524959652,"['SA', 'Apt 181 - 196', '184-C']"
223,493945024,"['BS', 'West', '203A-B']"
224,910269849,"['SA', 'Apt 181 - 196', '184-D']"
225,723250600,"['SA', 'Apt 181 - 196', '185-B']"
226,654464401,"['SA', 'Apt 181 - 196', '185-A']"
227,701731186,"['SA', 'Apt 181 - 196', '185-C']"
228,754339370,"['SA', 'Apt 181 - 196', '185-D']"
229,542354197,"['BS', 'West', '203A-A']"
230,289651269,"['SA', 'Apt 181 - 196', '186-A']"
231,605175125,"['BS', 'West', '203A-C']"
232,422602067,"['SA', 'Apt 181 - 196', '186-B']"
233,417724971,"['SA', 'Apt 181 - 196', '186-C']"
234,908556294,"['SA', 'Apt 181 - 196', '186-D']"
235,271061701,"['SA', 'Apt 181 - 196', '187-A']"
236,949792815,"['SA', 'Apt 181 - 196', '187-B']"
237,266185722,"['SA', 'Apt 181 - 196', '187-C']"
238,655485904,"['BS', 'West', '203A-D']"
239,148319930,"['SA', 'Apt 181 - 196', '187-D']"
240,651830977,"['SA', 'Apt 181 - 196', '188-A']"
241,445405445,"['SA', 'Apt 181 - 196', '188-B']"
242,267311386,"['BS', 'West', '203B-C']"
243,466450248,"['SA', 'Apt 181 - 196', '188-C']"
244,983493868,"['SA', 'Apt 181 - 196', '188-D']"
245,979846945,"['SA', 'Apt 181 - 196', '189-A']"
246,853328526,"['SA', 'Apt 181 - 196', '189-B']"
247,958726231,"['BS', 'West', '203B-B']"
248,296793321,"['SA', 'Apt 181 - 196', '189-C']"
249,398441009,"['SA', 'Apt 181 - 196', '189-D']"
250,993039270,"['SA', 'Apt 181 - 196', '190-C']"
251,186715534,"['SA', 'Apt 181 - 196', '190-A']"
252,568722053,"['SA', 'Apt 181 - 196', '190-D']"
253,803531336,"['SA', 'Apt 181 - 196', '190-B']"
254,867888591,"['SA', 'Apt 181 - 196', '191-A']"
255,617155056,"['SA', 'Apt 181 - 196', '191-B']"
256,117850272,"['BS', 'West', '203B-A']"
257,164071407,"['SA', 'Apt 181 - 196', '191-C']"
258,972373711,"['SA', 'Apt 181 - 196', '191-D']"
259,589052120,"['SA', 'Apt 181 - 196', '192-D']"
260,509738704,"['SA', 'Apt 181 - 196', '192-B']"
261,516246585,"['BS', 'West', '203B-D']"
262,416478612,"['BS', 'West', '204A-D']"
263,883985745,"['SA', 'Apt 181 - 196', '192-A']"
264,888217702,"['SA', 'Apt 181 - 196', '192-C']"
265,769419315,"['BS', 'West', '204A-A']"
266,423270124,"['BH', nan, '101-A']"
267,987510592,"['BH', nan, '102-A']"
268,321030351,"['BH', nan, '103-A']"
269,129147115,"['BH', nan, '104-A']"
270,214653551,"['BH', nan, '105-A']"
271,486615896,"['BH', nan, '106-A']"
272,246989157,"['BH', nan, '107-A']"
273,237406883,"['BH', nan, '108-A']"
274,585552394,"['BH', nan, '109-A']"
275,237083698,"['BH', nan, '110-A']"
276,363607839,"['AH', nan, '101-A']"
277,984268593,"['BH', nan, '111-A']"
278,402293725,"['BH', nan, '112-A']"
279,928767303,"['BH', nan, '113-A']"
280,348063652,"['AH', nan, '102-A']"
281,230438574,"['BH', nan, '114-A']"
282,872095597,"['BH', nan, '115-A']"
283,672637025,"['BH', nan, '116-A']"
284,674297117,"['AH', nan, '103-A']"
285,708980210,"['BH', nan, '117-A']"
286,322211962,"['BH', nan, '118-A']"
287,223298156,"['AH', nan, '104-A']"
288,633434833,"['BH', nan, '201-A']"
289,518102511,"['AH', nan, '105-A']"
290,289949749,"['AH', nan, '106-A']"
291,290612660,"['BH', nan, '202-A']"
292,340853830,"['BH', nan, '203-A']"
293,261596007,"['BH', nan, '204-A']"
294,341819057,"['BH', nan, '205-A']"
295,440050632,"['BH', nan, '206-A']"
296,310609739,"['BH', nan, '207-A']"
297,610719753,"['BH', nan, '208-A']"
298,817875562,"['AH', nan, '107-A']"
299,740763454,"['BH', nan, '209-A']"
300,885516308,"['AH', nan, '108-A']"
301,140719502,"['BH', nan, '210-A']"
302,213688132,"['AH', nan, '109-A']"
303,513630146,"['BH', nan, '211-A']"
304,162971021,"['BH', nan, '212-A']"
305,456644888,"['AH', nan, '110-A']"
306,885951371,"['BH', nan, '213-A']"
307,430276851,"['AH', nan, '111-A']"
308,413376045,"['BH', nan, '214-A']"
309,877462473,"['BH', nan, '215-A']"
310,133648926,"['BH', nan, '216-A']"
311,513509467,"['AH', nan, '112-A']"
312,137464663,"['BH', nan, '217-A']"
313,130443875,"['AH', nan, '113-A']"
314,982649949,"['BH', nan, '218-A']"
315,967257878,"['AH', nan, '114-A']"
316,360700164,"['BH', nan, '218-B']"
317,695519861,"['BH', nan, '219-A']"
318,140392985,"['AH', nan, '115-A']"
319,895289065,"['BH', nan, '219-B']"
320,987172463,"['AH', nan, '116-A']"
321,183927195,"['BH', nan, '220-A']"
322,243273425,"['AH', nan, '117-A']"
323,268379002,"['AH', nan, '118-A']"
324,980872046,"['BH', nan, '220-B']"
325,329224337,"['BH', nan, '221-A']"
326,355811845,"['BH', nan, '221-B']"
327,985207408,"['BH', nan, '222-A']"
328,132030406,"['BH', nan, '222-B']"
329,526526450,"['BH', nan, '223-A']"
330,198708697,"['AH', nan, '201-A']"
331,586025831,"['BH', nan, '223-B']"
332,721278569,"['BH', nan, '224-A']"
333,979366411,"['BH', nan, '224-B']"
334,315073013,"['BH', nan, '225-A']"
335,670249107,"['BH', nan, '225-B']"
336,826285287,"['AH', nan, '202-A']"
337,914992221,"['BH', nan, '226-A']"
338,510882264,"['BH', nan, '226-B']"
339,227590769,"['AH', nan, '203-A']"
340,585221648,"['AH', nan, '204-A']"
341,254960363,"['AH', nan, '205-A']"
342,812367625,"['BH', nan, '227-A']"
343,394434325,"['AH', nan, '206-A']"
344,661744223,"['BH', nan, '227-B']"
345,905647273,"['AH', nan, '207-A']"
346,352829157,"['BH', nan, '228-A']"
347,546212278,"['BH', nan, '228-B']"
348,804817255,"['BH', nan, '229-A']"
349,296147783,"['BH', nan, '229-B']"
350,674005589,"['AH', nan, '208-A']"
351,758230579,"['BH', nan, '230-A']"
352,352497427,"['BH', nan, '230-B']"
353,749363319,"['BH', nan, '231-A']"
354,366593721,"['AH', nan, '209-A']"
355,132165550,"['BH', nan, '231-B']"
356,291627885,"['AH', nan, '210-A']"
357,493486941,"['BH', nan, '232-A']"
358,184209702,"['BH', nan, '232-B']"
359,455817999,"['BH', nan, '233-A']"
360,803058784,"['BH', nan, '233-B']"
361,515898453,"['BH', nan, '301-A']"
362,752060330,"['BH', nan, '302-A']"
363,659020887,"['AH', nan, '211-A']"
364,135889860,"['BH', nan, '303-A']"
365,567199103,"['BH', nan, '304-A']"
366,539493261,"['BH', nan, '305-A']"
367,332495637,"['BH', nan, '306-A']"
368,368213059,"['AH', nan, '212-A']"
369,662498234,"['BH', nan, '307-A']"
370,259201370,"['AH', nan, '213-A']"
371,273355163,"['BH', nan, '308-A']"
372,319716768,"['BH', nan, '309-A']"
373,583966869,"['BH', nan, '310-A']"
374,495933944,"['BH', nan, '311-A']"
375,182202087,"['BH', nan, '312-A']"
376,553618419,"['AH', nan, '214-A']"
377,611833122,"['BH', nan, '313-A']"
378,628223799,"['AH', nan, '215-A']"
379,520288575,"['AH', nan, '216-A']"
380,325562551,"['BH', nan, '314-A']"
381,333124835,"['AH', nan, '217-A']"
382,240034750,"['AH', nan, '218-A']"
383,826356893,"['BH', nan, '315-A']"
384,334095248,"['BH', nan, '316-A']"
385,754607324,"['BH', nan, '317-A']"
386,663601485,"['AH', nan, '218-B']"
387,687204436,"['AH', nan, '219-A']"
388,257092599,"['BH', nan, '317-B']"
389,736203315,"['AH', nan, '219-B']"
390,317613743,"['BH', nan, '318-A']"
391,494333406,"['AH', nan, '220-A']"
392,562620228,"['BH', nan, '318-B']"
393,123375352,"['BH', nan, '319-A']"
394,755854522,"['BH', nan, '319-B']"
395,546594055,"['BH', nan, '320-A']"
396,844012886,"['BH', nan, '320-B']"
397,625854311,"['AH', nan, '220-B']"
398,171177547,"['BH', nan, '321-A']"
399,994478960,"['BH', nan, '321-B']"
400,321734880,"['BH', nan, '322-A']"
401,107075156,"['AH', nan, '221-A']"
402,718845900,"['BH', nan, '322-B']"
403,606167144,"['AH', nan, '221-B']"
404,483408645,"['AH', nan, '222-A']"
405,183277467,"['BH', nan, '323-A']"
406,649400483,"['AH', nan, '222-B']"
407,847170501,"['BH', nan, '323-B']"
408,381477674,"['BH', nan, '324-A']"
409,401132316,"['AH', nan, '223-A']"
410,642070694,"['AH', nan, '223-B']"
411,737994940,"['AH', nan, '224-A']"
412,636631206,"['BH', nan, '324-B']"
413,868814544,"['AH', nan, '224-B']"
414,395473880,"['BH', nan, '325-A']"
415,415860244,"['AH', nan, '225-A']"
416,913146469,"['AH', nan, '225-B']"
417,358069713,"['AH', nan, '226-A']"
418,888189529,"['BH', nan, '325-B']"
419,186098049,"['BH', nan, '326-A']"
420,776722614,"['BH', nan, '326-B']"
421,934921410,"['AH', nan, '226-B']"
422,712228293,"['AH', nan, '227-A']"
423,879339275,"['BH', nan, '327-A']"
424,253327515,"['BH', nan, '327-B']"
425,893123394,"['BH', nan, '328-A']"
426,290701841,"['AH', nan, '227-B']"
427,581725498,"['AH', nan, '228-A']"
428,424255838,"['BH', nan, '328-B']"
429,170636402,"['BH', nan, '329-A']"
430,669588687,"['BH', nan, '329-B']"
431,308137217,"['BH', nan, '330-A']"
432,836703287,"['BH', nan, '330-B']"
433,665262148,"['BH', nan, '331-A']"
434,436991749,"['BH', nan, '331-B']"
435,818749171,"['BH', nan, '332-A']"
436,153767420,"['BH', nan, '332-B']"
437,730988561,"['BH', nan, '333-A']"
438,419239004,"['AH', nan, '228-B']"
439,204186967,"['BH', nan, '333-B']"
440,630100775,"['BH', nan, '401-A']"
441,672922531,"['AH', nan, '229-A']"
442,679893689,"['BH', nan, '402-A']"
443,170397791,"['BH', nan, '403-A']"
444,736739097,"['BH', nan, '404-A']"
445,598044297,"['BH', nan, '405-A']"
446,868364002,"['BH', nan, '406-A']"
447,641890688,"['BH', nan, '407-A']"
448,401004028,"['BH', nan, '408-A']"
449,875237114,"['BH', nan, '409-A']"
450,580362818,"['BH', nan, '410-A']"
451,559649918,"['AH', nan, '229-B']"
452,678264331,"['AH', nan, '230-A']"
453,979294737,"['BH', nan, '411-A']"
454,125939426,"['BH', nan, '412-A']"
455,686146816,"['BH', nan, '413-A']"
456,734677284,"['BH', nan, '414-A']"
457,459495533,"['BH', nan, '415-A']"
458,910861333,"['BH', nan, '416-A']"
459,445683678,"['BH', nan, '417-A']"
460,160551183,"['BH', nan, '417-B']"
461,811878513,"['BH', nan, '418-A']"
462,847018820,"['BH', nan, '418-B']"
463,269261966,"['BH', nan, '419-A']"
464,553298078,"['AH', nan, '230-B']"
465,335690200,"['BH', nan, '419-B']"
466,571690835,"['BH', nan, '420-A']"
467,867031026,"['AH', nan, '231-A']"
468,744339201,"['BH', nan, '420-B']"
469,135879487,"['AH', nan, '231-B']"
470,323384657,"['BH', nan, '421-A']"
471,806543801,"['AH', nan, '232-A']"
472,315136820,"['BH', nan, '421-B']"
473,332790432,"['BH', nan, '422-A']"
474,137391819,"['AH', nan, '232-B']"
475,305480722,"['BH', nan, '422-B']"
476,746511415,"['AH', nan, '233-A']"
477,437573670,"['BH', nan, '423-A']"
478,884843803,"['BH', nan, '423-B']"
479,429113741,"['BH', nan, '424-A']"
480,176558608,"['AH', nan, '233-B']"
481,499003926,"['BH', nan, '424-B']"
482,258657550,"['AH', nan, '301-A']"
483,712294326,"['BH', nan, '425-A']"
484,306427008,"['BH', nan, '425-B']"
485,576893173,"['AH', nan, '302-A']"
486,460823597,"['BH', nan, '426-A']"
487,221772677,"['BH', nan, '426-B']"
488,630644865,"['BH', nan, '427-A']"
489,943116095,"['AH', nan, '303-A']"
490,945364796,"['BH', nan, '427-B']"
491,789764982,"['AH', nan, '304-A']"
492,529314397,"['AH', nan, '305-A']"
493,709785237,"['BH', nan, '428-A']"
494,969185867,"['AH', nan, '306-A']"
495,138338139,"['BH', nan, '428-B']"
496,136150658,"['BH', nan, '429-A']"
497,665003092,"['BH', nan, '429-B']"
498,574094586,"['BH', nan, '430-A']"
499,265413936,"['BH', nan, '430-B']"
500,872180085,"['BH', nan, '431-A']"
501,291305044,"['BH', nan, '431-B']"
502,210739890,"['BH', nan, '432-A']"
503,224954310,"['BH', nan, '432-B']"
504,304194447,"['BH', nan, '433-A']"
505,741425199,"['BH', nan, '433-B']"
506,332937889,"['MS', 'Low Rise', '6101-D']"
507,293092612,"['MS', 'Low Rise', '6101-B']"
508,670732342,"['MS', 'Low Rise', '6101-C']"
509,707800643,"['MS', 'Low Rise', '6101-F']"
510,940760197,"['AH', nan, '307-A']"
511,222587628,"['MS', 'Low Rise', '6101-A']"
512,802202077,"['MS', 'Low Rise', '6101-E']"
513,387776380,"['AH', nan, '308-A']"
514,147879114,"['AH', nan, '309-A']"
515,908587298,"['AH', nan, '310-A']"
516,349042280,"['MS', 'Low Rise', '6102-F']"
517,443514542,"['MS', 'Low Rise', '6102-B']"
518,416427232,"['MS', 'Low Rise', '6102-A']"
519,116081452,"['MS', 'Low Rise', '6102-D']"
520,719191457,"['MS', 'Low Rise', '6102-E']"
521,223446272,"['MS', 'Low Rise', '6102-C']"
522,761570469,"['MS', 'Low Rise', '6103-C']"
523,103193646,"['MS', 'Low Rise', '6103-B']"
524,161836875,"['MS', 'Low Rise', '6103-F']"
525,158940377,"['MS', 'Low Rise', '6103-D']"
526,302221555,"['MS', 'Low Rise', '6103-A']"
527,873417124,"['AH', nan, '311-A']"
528,393399532,"['MS', 'Low Rise', '6103-E']"
529,199303557,"['AH', nan, '312-A']"
530,390652927,"['MS', 'Low Rise', '6201-C']"
531,201277777,"['MS', 'Low Rise', '6201-E']"
532,325177966,"['MS', 'Low Rise', '6201-F']"
533,933102938,"['MS', 'Low Rise', '6201-B']"
534,705152155,"['MS', 'Low Rise', '6201-D']"
535,216380790,"['AH', nan, '313-A']"
536,743615396,"['MS', 'Low Rise', '6201-A']"
537,109972430,"['MS', 'Low Rise', '6202-B']"
538,890841907,"['MS', 'Low Rise', '6202-E']"
539,159933989,"['MS', 'Low Rise', '6202-D']"
540,164514095,"['MS', 'Low Rise', '6202-C']"
541,122294297,"['AH', nan, '314-A']"
542,216515580,"['MS', 'Low Rise', '6202-A']"
543,483580341,"['MS', 'Low Rise', '6202-F']"
544,176269572,"['MS', 'Low Rise', '6204-E']"
545,194902489,"['AH', nan, '315-A']"
546,829578367,"['MS', 'Low Rise', '6204-B']"
547,405987929,"['MS', 'Low Rise', '6204-A']"
548,341147005,"['MS', 'Low Rise', '6204-D']"
549,257234819,"['MS', 'Low Rise', '6204-C']"
